Speaker,Transcription,Transactivity,Regulation,dialog_id,Transactivity 
A, Whoah!,QC,,SA2 11.19,
S,"Every video feed everywhere, your video fits into the frame, can be edited .",EXT,,SA2 11.19,
B, Woow! Smiling and amazed!,QC,,SA2 11.19,
V,,,,SA2 11.19,
S,So the potential you can see it's eeeendless and it's very bliss. ,EXT,,SA2 11.19,
A, Mhm.,QC,,SA2 11.19,
"B, V, & A",Yeaaah!,QC,,SA2 11.19,
B, And it is it for free?,ELI,,SA2 11.19,
V, I mean…,EXT,,SA2 11.19,
A, Amazing. ,EXT,,SA2 11.19,
S," So underwater, let me just see. Yeah, there you go. That's the one! That gives you this kind of it's…",EXT,,SA2 11.19,
V, NOOO!,QC,,SA2 11.19,
A, Oooooh! ,QC,,SA2 11.19,
B, Hahaha! ,QC,,SA2 11.19,
V," Ooooh, so I mean that’s hilarious….for children?",ELI,,SA2 11.19,
B,"Yes, that's amazing for children.",QC,,SA2 11.19,
V,"Great, like, I…",QC,,SA2 11.19,
A,Yeah! ,QC,,SA2 11.19,
V,My eyes cry when I see teachers using informal PowerPoint presentations and these for children is…,EXT,,SA2 11.19,
O, Yeaah.,QC,,SA2 11.19,
V,It's so cool.,QC,,SA2 11.19,
B, it's amazing.,QC,,SA2 11.19,
A, Oh Yeah! ,QC,,SA2 11.19,
S, The thing made me,EXT,,SA2 11.19,
B," Ohyay! Exactly, Oh yeah! ",QC,,SA2 11.19,
S, re-think …,EXT,,SA2 11.19,
A, Yeah! ,QC,,SA2 11.19,
S,"rethink the entire learning experience, like synchronous learning experience.",EXT,,SA2 11.19,
V," Yes, thanks for sharing.",QC,,SA2 11.19,
B, ,,,SA2 11.19,
A, Yeah. Thanks.,QC,,SA2 11.19,
S," So if you ever say, what is the best platform?",ELI,,SA2 11.19,
V, “Ohyay!”. ,EXT,,SA2 11.19,
S," Well, those who are willing to edit because you know, teachers they say: “I'm too busy!”",EXT,,SA2 11.19,
V,"  Yes, yeah.",QC,,SA2 11.19,
A, Mhm.,QC,,SA2 11.19,
B, ,,,SA2 11.19,
S," Personally I like it fF persistence. It's not unique. I know Adobe connect or Blackboard does it, but persistence of information.",EXT,,SA2 11.19,
V, Mhm.,QC,,SA2 11.19,
S,"But if you leave a note, it will stay there at the next meeting so students can…",EXT,,SA2 11.19,
V, That is really good.,EXT,,SA2 11.19,
S," It's like basically a wall, like in a classroom.",EXT,,SA2 11.19,
A, Mhm.,QC,,SA2 11.19,
S, You have stuff on the wall.,EXT,,SA2 11.19,
V," Yes, yes, yes, exactly. That is really, really cool. I will definitely go and take a look.",QC,,SA2 11.19,
B," Yeah, me too.",QC,,SA2 11.19,
A, Yeah.,QC,,SA2 11.19,
S," If you have virtual team building any, like, more social activities, I recommend “Oh yay!!",EXT,,SA2 11.19,
V," Ohyay! And it's name, it's just hilarious…",EXT,,SA2 11.19,
O,So what’s…?,ELI,,SA2 11.19,
B," Oh, yeah! And it is also if you want to, to record closest, Fying something, you can recFd, your screen there, you know.",INT,,SA2 11.19,
S, It do have screen recording. ,EXT,,SA2 11.19,
B, Yeah.  ,QC,,SA2 11.19,
O," What's, what’s the name of this thing?",ELI,,SA2 11.19,
S," I'll just, I'll just share it on in Conversation here. ",EXT,,SA2 11.19,
A," Yeah, chatbox.",QC,,SA2 11.19,
V," Tarararara, great.",QC,,SA2 11.19,
B," Oh yeah, great. ",QC,,SA2 11.19,
V," Reply to our conversation. OK, so what are the next steps for us?",ELI,F,SA2 11.19,
B,"First, send a question to the teachers.",EXT,F,SA2 11.19,
V,"Check, yeah. How do you want to do that? Should we just reply in teams and say: “Hey, can you take a look at our document?”",ELI,F,SA2 11.19,
B," Yeah I would, I would…",QC,F,SA2 11.19,
A,,,,SA2 11.19,
B,"Maybe we can, hmhm…OK, because the document, maybe is not clear enough, so maybe we can just write in a comment our questions. The thing you wrote, S, in your square.",CON,F,SA2 11.19,
V," Yeah, I did.",QC,,SA2 11.19,
B,"Uh, in, in a comment in teams because maybe it's gonna be easier for them to go directly and you can tag them.",INT,F,SA2 11.19,
S, .,,F,SA2 11.19,
B," I would tag the tutor and the teacher right, Sabine and Karel.",INT,F,SA2 11.19,
V," Alright, alright.",QC,F,SA2 11.19,
A, Mhm.,QC,F,SA2 11.19,
V," OK, OK then you can do it then, B.",QC,F,SA2 11.19,
B," OK I will. OK, I will do it. Just when we finish the meeting.",EXT,F,SA2 11.19,
V," Yeah, yeah, no rush.",QC,F,SA2 11.19,
S," Then just a word of notice, that a, how you experience learning  collaborative learning in teams is highly dependent on exactly the widgets that are available.",EXT,,SA2 11.19,
A, Mhm. ,QC,,SA2 11.19,
S," Now, there’s actually, see my God, there's actually different levels of how cool teams can be. We are basically at the, the least engaging level. ",EXT,,SA2 11.19,
V," engaging, mhm.",EXT,,SA2 11.19,
S,"  The highest, so higher would be create your own teams, you have more ownership, you know, edit whatever. and your own, and so that's one, next level is when the company pays fF all these widgets because they do have, like EMOTIONAL AWARENESS awareness widgets.",EXT,,SA2 11.19,
V," Oh, I didn't know that!",QC,,SA2 11.19,
S,"They introduced them last autumn. Again it's paid, so I just know that it's there, but… ",EXT,,SA2 11.19,
V," But you cannot do, maaan…",EXT,,SA2 11.19,
B,,,,SA2 11.19,
S," OK, so that's the, so again, if we talk about Teams, we'll have to very specify that it's experienced through free, like in its bare form.",EXT,,SA2 11.19,
V, Form? Yeah.,ELI,,SA2 11.19,
B, Yeah yeah.,QC,,SA2 11.19,
V,"Although, I mean this what you said emotional awareness, but I think that it's interesting to point out that the widgets are there, in the province, something else…",INT,,SA2 11.19,
B, Yeah.,QC,,SA2 11.19,
V,"But you know, we don't have to go… so broad because then it will take us ages, but I think that these things, like you found, that eventhough it's not for free, they, like the widgets are there like, the Teams can provide it, but, but the same as everything… In zoom is the same. You want meeting longer than 40 minutes - Pay.",CON,,SA2 11.19,
V,You know…,EXT,,SA2 11.19,
A,"Yeah, yeah.",QC,,SA2 11.19,
V," …it's, they have the basic and then what can come after, and I think that we could also analyze those briefly, like what extras could promote social presence. What kind of this extra social affordances could, could potentially promote it. I think that maybe, it could be interesting to, to look at those stuff as well.",EXT,,SA2 11.19,
B," Yeah, it's true that I would leave this step depending on the time we have and how we will.",INT,,SA2 11.19,
V,Mhm .,QC,,SA2 11.19,
B,"How we see we go, because it's true that this like, providing new ideas of affordances that could work… it's much work. I mean, we have to work more on that, and if we want to go deep on it, we have to have time for that. So, we should just go to the analysis and then if we see we have time, I… ",INT,,SA2 11.19,
V, We’ll do it do it.,QC,,SA2 11.19,
B,would go and do that. ,INT,,SA2 11.19,
V," Yeah, cool.",QC,,SA2 11.19,
S, Sounds good.,QC,,SA2 11.19,
V," Cool, cool, cool. So personally, I think that I have to before next meeting I would like to, personally, research more on teams…",EXT,F,SA2 11.19,
B,  Me too. ,QC,F,SA2 11.19,
V,"  …touch more everything, 'cause, this is still quite new to me, so I think I need to master it as much as I can. And also I see that you shared the video, B. I haven't seen it yet, but I will, uh, so that's what I'm gonna do.",EXT,F,SA2 11.19,
B, .,,F,SA2 11.19,
S, It’s the same name guys that wrote that article about…,EXT,,SA2 11.19,
B," Yeah, I saw, I saw, haha, but maybe I, weIl, I I saw the video up for me what’s interesting maybe we can just try to see it. And if we like it, we can go through the article or not. I went through the article, but, so it's more about ethical part than about a, other type of analysis, but it's fine. Just to have an idea. Yeah.",EXT,P,SA2 11.19,
S," I think video is great, especially in case you're kind of cooking or doing something and you can put it in the background and study.",INT,,SA2 11.19,
V, Put it… hehe.,EXT,,SA2 11.19,
B, Yeah.,QC,,SA2 11.19,
S, Give me medium learning.,EXT,,SA2 11.19,
B," Ok, good. So that's all for now, right?",ELI,R,SA2 11.19,
S," Yes, yeah. ",QC,R,SA2 11.19,
B," Just next meeting, right also? ",ELI,R,SA2 11.19,
V, Next meeting?,ELI,F,SA2 11.19,
V," Yes, let me check… ",QC,F,SA2 11.19,
O," So weIl, (inaudible)",EXT,,SA2 11.19,
V,"  My calendar, for next meeting, it’s gonna be Saturday.",EXT,F,SA2 11.19,
B," OK, I'm not available on the weekend and on wednesday, because I'm going to Berlin, so. It could be better for me, It's a, for example, I don't know, Thursday or wednesday. Maybe Thursday because wednesday is gonna be really soon if we want toooooo…. No? I don't know, weIl… ",CON,F,SA2 11.19,
S,,,,SA2 11.19,
V," Yeah, weIl which, which day you say B, you cannot?",ELI,F,SA2 11.19,
B," I'm flying on Friday and I'm coming back on Monday, sooo…",EXT,F,SA2 11.19,
V," OK, so Friday Monday - no. So, we have Monday to Thursday.",EXT,F,SA2 11.19,
B, Yes. ,QC,F,SA2 11.19,
V," WeIl, I have Tuesday, am Thursday. ",EXT,F,SA2 11.19,
A," Yeah, yeah, sounds reasonable.",QC,F,SA2 11.19,
V," Thursday - I have a break between a 11:30 Finland time, so it's 10:30 there, 10:30 CET until 1:00 o'clock. ",EXT,F,SA2 11.19,
B, Mhm.,QC,F,SA2 11.19,
V, I have free that. ,EXT,F,SA2 11.19,
B," I have a class there, for me I think, it would be better in the afternoon, because in the afternoon I'm completely free, soooo… ",CON,F,SA2 11.19,
V," OK, I'm free from 3:00 o'clock.",EXT,F,SA2 11.19,
O, Are you guys closing during Thursday?,ELI,F,SA2 11.19,
S," Yes, Thursday, the 25th.",QC,F,SA2 11.19,
O," OK, I don't know, UM B, maybe after LSCM Immediately so… I mean by 2:00 PM. I have a class UM,  I'm supped to be having a class by 4. I mean I have a class from 10 to11, so I don't know if it would be OK if you have it, maybe some minutes after 11 and probably (inaudible)…",CON,F,SA2 11.19,
V, I didn't understand. Sorry I didn't get it.,CON,,SA2 11.19,
B," The end, I didn’t get the end?",ELI,,SA2 11.19,
V, Yeah.,QC,,SA2 11.19,
O," OK, I have a class on Thursday from 10 to 11, I think, else LSCM, right B?",ELI,F,SA2 11.19,
B,"Uh, but LCSM is from 11 to 12.",CON,,SA2 11.19,
O," Oh, I thought it's 10 to 11. OK, some, some time in between a 12 and 2 I have a free space.",EXT,F,SA2 11.19,
B," Between 4:00 and what, sorry? ",ELI,F,SA2 11.19,
O," And, then I have, sorry…",EXT,F,SA2 11.19,
B, You said you are free from the…?,ELI,F,SA2 11.19,
O,I have classes and I have a class in the afternoon. ,EXT,F,SA2 11.19,
B," OK. So what about the simple meeting at three Berlin time, weIl, German time and four a Finish time? I mean it's at three, Central European Time, because I think with one hour we will be done because we just need to see if they say yes to our question F not and start saying, OK, let's go with the introduction F let's go with this part F whatever, so… ",INT,F,SA2 11.19,
V," So, Thursday 25th of November at 3:00 O'clock Central…",EXT,F,SA2 11.19,
S,,,,SA2 11.19,
O," UUUUM. I actually have a class from 2 to 4, ERM.",CON,F,SA2 11.19,
V,"Maybe 4 then, 5 in Finland.",EXT,F,SA2 11.19,
O,"Sorry, I have programming 4 to 5, so.. ",CON,F,SA2 11.19,
B,"But O, but I'm going, I'm going, you can O, O. I also have the programming but I'm, I'm going on Monday this week because there are two tutorials. You can go Monday or Thursday, so I will go on Monday and we will have, and I can say yes to the, to this meeting. You can do the same.",CON,F,SA2 11.19,
O, OK. ,QC,F,SA2 11.19,
B," Yeah? OK. It's because it's gonna be really difficult I think to to find time, so maybe we can go to the programing on Monday and we can have the CSCL meeting at the time of the tutorial on Thursday. Is it fine? ",INT,F,SA2 11.19,
O," Yeah, it’s fine. ",QC,F,SA2 11.19,
S," OK, so Thursday, 3:00 PM Berlin time and works for A as weIl, yeah? ",ELI,F,SA2 11.19,
A," Yeah, yeah, it's OK. It's OK for me. ",QC,F,SA2 11.19,
S," Beautiful, beautiful. ",EXT,F,SA2 11.19,
V, What? What time is it? 16 F 15? ,ELI,F,SA2 11.19,
A, 3:00 PM right?,ELI,F,SA2 11.19,
B," Aaaa, but, O…",EXT,F,SA2 11.19,
V, You said 3:00 o'clock?,ELI,F,SA2 11.19,
B," O said say that she's free at 4, so..",EXT,F,SA2 11.19,
V," 4, 4. , Yes, sorry my bad.",EXT,F,SA2 11.19,
O, 4. ,EXT,F,SA2 11.19,
V,"  Sorry, my bad, got, got, got confused.",EXT,F,SA2 11.19,
S," Cool, I'll be available for half an hour only, as I have to teach at 5, 5:40. ",EXT,F,SA2 11.19,
B," OK, well, I think we've we'll half an hour if we go fast, we, we will have it.",QC,F,SA2 11.19,
V," Yeah,…",QC,F,SA2 11.19,
S,  Especially.,EXT,F,SA2 11.19,
V," Let's, uh… Sorry, Stef, yeah, you go. ",EXT,F,SA2 11.19,
S," Same, yeah. You got writing stage, will be more asynchronous anyway.",EXT,F,SA2 11.19,
V," Yes, exactly, uh, but I think that maybe we could, uh, up until Thursday, let's see what the teacher replies, see if she has any comments, read whatever we have, we can. I mean, personally, I just said already, I was gonna go more specifically through teams, uh, and try to find information in that. Maybe you can do within yourself. What do you think that you could, you know, benefit from before we start the writing stage…",CON,F,SA2 11.19,
B & S,Yeah.,QC,F,SA2 11.19,
V,  So we have as much ideas before we kind of…,EXT,F,SA2 11.19,
B, Yeah.,QC,,SA2 11.19,
V,"  start approaching writing and we are all in the same page, so next week third week we are, finally, you know everybody in the same space. We know what we have to do and, and the topic and so on.",CON,F,SA2 11.19,
B," Yeah yeah yeah. Yeah, that's great. I will write the the comment for the teacher.",QC,F,SA2 11.19,
S,"  Thank you so much, B. ",QC,F,SA2 11.19,
V,Thank you.,EXT,F,SA2 11.19,
B," Yeah well, have a nice day guys… ",EXT,,SA2 11.19,
V," Alright, thank you, you too. Have fun in Berlin, B. ",QC,OT,SA2 11.19,
B, Thank you . ,QC,OT,SA2 11.19,
V," Yeah, bye guys.",EXT,OT,SA2 11.19,
A, Nice to meet you all.,EXT,OT,SA2 11.19,
V,V and  Nice to meet you too.,QC,OT,SA2 11.19,
V, Bye.,EXT,OT,SA2 11.19,
S, Bye. ,EXT,OT,SA2 11.19,
B," Bye, bye",EXT,OT,SA2 11.19,
S,Winter leth - lethargy.,EXT,OT,SA2 11.25,
V,Mhm.,QC,OT,SA2 11.25,
B,Mhm.,QC,OT,SA2 11.25,
S,"It's, it's literally thinking, do I want to live up north because I'm gonna lose, I don’t know 2-3 months of my life.",EXT,OT,SA2 11.25,
V & B,Ph.,QC,OT,SA2 11.25,
S,"Sorry, I already lived in warm countries, so I know that this should not be happening. So I mean you're taking, all you know, vitamin D's and… ",EXT,OT,SA2 11.25,
V,Yeah.,QC,OT,SA2 11.25,
B,Yes.,QC,OT,SA2 11.25,
S,"But, yes girls, it doesn't work for me.",EXT,OT,SA2 11.25,
B,Nooo. ,CON,OT,SA2 11.25,
V,OK.,QC,OT,SA2 11.25,
S,"Just doesn't, I've, just, you see, that's the point, once I've lived in different, uh, different parts of the world.",EXT,OT,SA2 11.25,
V,Yeah.,QC,OT,SA2 11.25,
B,"Yeah, yeah. Yeah, when I was living in Lapland, I really had to take vitamins, because it was really dark. Every day it was one hour of light during the whole day, so it was too much. And here I'm also taking vitamins because today you can see that there is light, but normally it's so dark, so Gray and, oh my God, it's, it's really hard for me. But let's see, for me, they work. So, I’m sorry for you, S. ",QC,OT,SA2 11.25,
O,"Guys, what, what? What? What is it like I'm coming for? What does he do?",ELI,OT,SA2 11.25,
V,"What they do is for the lack of sun we need for our skin. And there's some research done that also affects our, the lack of vitamin D affects our mood and wellbeing and, and so on, which I can relate to this week. But I'm, I'm taking vitamin D, as well, vitamin, vitamin D, and vitamin C, but for me I don't…. I, I took this test, this blood test a couple months ago and I was lacking vitamin D and then I took it again just a week ago and it was the same, even though I'm taking these pills like, these pills, these vitamins everyday, so I'm like, I don't know, I now, I'm taking them whenever I remember.",EXT,OT,SA2 11.25,
B,Well…,EXT,OT,SA2 11.25,
S,"Interesting, good reminder to take a test after using it to see if it actually works.",QC,OT,SA2 11.25,
V,Exactly.,QC,OT,SA2 11.25,
B,Yeah. ,QC,OT,SA2 11.25,
V,"Yeah, this was medical recommendation from a doctor. I would have kept on going, but because, as Argentinians like, my skin got really bad after four years in Norway and now it's just doesn't get better. It's just how it is. ",QC,OT,SA2 11.25,
B,"For me, It was so awful for the skin, too, because when I was there I had like very itchy dots…",EXT,OT,SA2 11.25,
V,Mhm.,QC,OT,SA2 11.25,
B,"All over my body, but really crazy, doctors didn't know what was it, I went to many appointments and they didn't know. It was super itchy, I was bleeding all the time, it was awful and,  and in fact I still have some signals and some, some dots still there, because they after, after two or three years, you know and I still have them like in my, in my arms and everything, so take care of your skin because it's really **** when you have these things.",EXT,OT,SA2 11.25,
V,"Yeah, yeah, I know.",QC,OT,SA2 11.25,
S,"Well, at the end of the day it's a classic case of “How, how much do you need to live up North?”",EXT,OT,SA2 11.25,
V,You don't need. ,CON,OT,SA2 11.25,
S,"Like, well, maybe career opportunity can say Finland.",EXT,OT,SA2 11.25,
V,True.,QC,OT,SA2 11.25,
S,"… Less, more, less prejudice, better for equality.",EXT,OT,SA2 11.25,
B,Yeah. ,QC,OT,SA2 11.25,
V,Mhm.,QC,OT,SA2 11.25,
S,What is your priority?,ELI,OT,SA2 11.25,
V,Yeah.,QC,OT,SA2 11.25,
S,"As I get old, I'm like, my priority is just feeling comfortable.",EXT,OT,SA2 11.25,
V,"Yes, exactly, exactly.",QC,OT,SA2 11.25,
O,Wow!,QC,OT,SA2 11.25,
V,Or not feeling miserable.,CON,OT,SA2 11.25,
O,"At this point, I think a better time for me to arrive in Germany is in summer or something.",EXT,OT,SA2 11.25,
V,January in here is winter. ,EXT,OT,SA2 11.25,
O,"Wow, ah. ",QC,OT,SA2 11.25,
V,"Yeah, like proper winter.",QC,OT,SA2 11.25,
O,"So, exactly when summer starts (inaudible) much, right?",ELI,OT,SA2 11.25,
V,"I would say, April – May, depend on, I don't know in Germany, but in Finland it starts in May.",EXT,OT,SA2 11.25,
B,July and August and no more.,EXT,OT,SA2 11.25,
V,"May, June, the May is still cold… ish.",EXT,OT,SA2 11.25,
O,Wow.,EXT,OT,SA2 11.25,
S,"Germany, depending on the areas, you get, you get decent three months, like full three months, at least the full experience.",EXT,OT,SA2 11.25,
V,Mhm.,QC,OT,SA2 11.25,
O,While it's still very hot around here.,EXT,OT,SA2 11.25,
V,"Mhm, how, how hot, like how in degrees more or less?",ELI,OT,SA2 11.25,
O,"Aaah, it's actually not stable, but sometimes you get 45, 35, 30. It’s, It depends on the day, whether it rains or something, but actually we're in our own summer right now. And, I mean, Nigeria, where there is always very hot. We haven't, we don't have winter too, but like we don't have this very cold period like you guys up there.",EXT,OT,SA2 11.25,
V,Mmm.,QC,OT,SA2 11.25,
O,So. ,EXT,OT,SA2 11.25,
V,Ok.,QC,OT,SA2 11.25,
B,"Well, do we start?",ELI,,SA2 11.25,
S,"Yes, actually I'll have to go in twenty, 24 minutes, OK?",QC,,SA2 11.25,
B,"Yeah, I need to go, let’s go, go, go!",QC,,SA2 11.25,
V,"Emm, what's the situation with A? Somebody heard from her?",ELI,,SA2 11.25,
B,"No, I'm gonna write in WhatsApp, but we don't know anything. Ah.",CON,,SA2 11.25,
V,"She replied, “cool”, so she she saw it.",EXT,,SA2 11.25,
B,"OK, but anyway we should start, because if not S has to leave, so…",EXT,F,SA2 11.25,
V,"Basically we have to figure out, I mean an idea on how to start writing.",EXT,F,SA2 11.25,
B,Yes ,QC,F,SA2 11.25,
V,"How, I just want to do it. Bwah. ",EXT,F,SA2 11.25,
B,Yes.,QC,F,SA2 11.25,
V,Ideas. ,EXT,F,SA2 11.25,
B,Yeah. Let's see the part. Yeah.,QC,F,SA2 11.25,
V,"Yeah. So, I agree 100% writing with platform… I think platform we can use the same as S, you, you suggested.",QC,F,SA2 11.25,
S,"If you're if we're using Word, just reminder, you can open it in desktop app. ",EXT,F,SA2 11.25,
V,Yes. ,QC,F,SA2 11.25,
S,"Please do it, as it's much more user friendly, cause… Yeah…",EXT,F,SA2 11.25,
B,"How, how, OK, so, so, if I open it in the desktop it will be saved in Microsoft Teams early?",ELI,,SA2 11.25,
S & V,Yes (nodding).,QC,,SA2 11.25,
V,"OK, but just before you close it, as soon as you type something, on the top it will be saving and then before you close it, just make sure that it's..",EXT,,SA2 11.25,
B,"Saving, yeah. ",QC,,SA2 11.25,
V,Like you know that because sometimes it depends on your Internet connection if…,EXT,,SA2 11.25,
B,Yeah.,QC,,SA2 11.25,
S,Yeeeah. ,QC,,SA2 11.25,
B,"OK, OK.",QC,,SA2 11.25,
S,"Let me show you for a second, as they say Education, show not tell. But didn't open.",EXT,,SA2 11.25,
V,Mm.,QC,,SA2 11.25,
S,"OK, one second. I know it's obvious, but it's still again. One thing you learn from education that, even thing, if things look obvious.",EXT,,SA2 11.25,
V,Still. ,EXT,,SA2 11.25,
B,Won't hurt to show.,EXT,,SA2 11.25,
V,"Yes, I didn’t know about this, uh, though, I think, until one week and a half ago.",QC,,SA2 11.25,
S,"Well, I only learned also like half, half a year ago.",EXT,,SA2 11.25,
V,Yes. ,QC,,SA2 11.25,
S,"OK, finally sorry I had some errors.",QC,,SA2 11.25,
B,"OK, I'm thinking that maybe we should look up, look in the instructions which are like the points we have to include for sure in the in our document.",EXT,F,SA2 11.25,
V,"I added our, I added it already.",QC,P,SA2 11.25,
B,"OK, OK, great.",QC,P,SA2 11.25,
S,Yeah. So just as you see at the top left corner in the panel this autosave on Word...,EXT,,SA2 11.25,
B & V (together)," Oh, ok, (inaudible)…",QC,,SA2 11.25,
S,"Yeah, from having done some collaborative stuff on a few platforms, you know what… ",EXT,,SA2 11.25,
V,Mhm ,QC,,SA2 11.25,
S,"… this ended up being the most simple, clear, hassle free.",EXT,,SA2 11.25,
V,"Yes, so basically we have quite normal like instructions, like theoretical introduction, methods, analysis, results. Then I think they added… Let me check. ",EXT,F,SA2 11.25,
O,Discussion… Uncle. Stop.,EXT,F,SA2 11.25,
V,"Files, Dadadadada, dadada, nanana…",EXT,,SA2 11.25,
O,"So, has anyone seen any work from the previous years? I mean like maybe, walked on by, I mean how they went, previous state. ",ELI,,SA2 11.25,
B,"Yeah, no, because we, some people asked for it in one video call we had with the teachers and they said that they are not going to provide any example because they don't want us to be, uh, not creative. And uh, yeah. That's why. ",QC,,SA2 11.25,
V,"So, basically cover page, abstract, abstract, keywords, then that we can leave by the end, at the very end.",EXT,F,SA2 11.25,
B,Yes. ,QC,F,SA2 11.25,
V,"Uhm, introduction and literature review. Basically, like the theoretical framework, then methodology, analysis and result, discussion and limitations and recommendations, recommendation for future research. ",EXT,F,SA2 11.25,
B,"Yeah. Puh, I feel this is too difficult to divide. You know, it's like. If we, one person, I mean for me, when I have written articles, it's much easier to do it by myself, because you are building your knowledge and when you are working with many people in the same introduction, I don't know how to, how could we do it.",CON,F,SA2 11.25,
V,"I, yeah, that is, for example, for the introdu-, the, the, the introduction, which is mostly theory, I think there's like, we have clear concepts that we already defined before. I think like we need to have clearly list of the topic that we have. We have to, in my opinion, we have to first talk about social presence, social affordances, these concepts. Sociability of CSCL environments, concepts how these links to each other and then bring up Teams and present a question. So, I think that, that if we set up at like, the list of topics that we have to talk, then I can say OK, I, I go through the definition of social presence, you can B help for example with the definition of social affordances..",EXT,F,SA2 11.25,
B,Mhm.  ,QC,F,SA2 11.25,
V,"…and so on. So we can, we sort of have a continuity of, of ideas, because if we, each of us write separately and then we put them together, it doesn't make sense like it does… It won't add up. We all write in different styles. We will all look at different topics so…",EXT,F,SA2 11.25,
B,Yeah.,QC,F,SA2 11.25,
V,"I think that we have as much as we can together, or agree, as in the very little details, so we can, you know  have actually a collaborative group, not… ",EXT,F,SA2 11.25,
O,"You mean it's, it's not possible to share it into sections like maybe one person does introduction the other literature review, review and then methodology for the other?",ELI,F,SA2 11.25,
B,"No, because it doesn't have any sense that someone is start writing about methodology…",CON,F,SA2 11.25,
V,Mhm. ,QC,F,SA2 11.25,
B,"If we don't have a clear introduction like common introduction, I mean I feel it's very difficult to go into methods if you don't know the whole introduction.",CON,F,SA2 11.25,
O,"Ah, that’s correct. I think we should start with the introduction and the UM literature review. Then at the end of that we can proceed to methodology.",QC,F,SA2 11.25,
V,"Yeah, but we have to remember that we have this week and next week.",QC,F,SA2 11.25,
O,Only?,ELI,F,SA2 11.25,
B,Yeah. ,QC,F,SA2 11.25,
V,"Like we basically have, that's what the, the, the, the schedule says that we should have most of the writing done within this week and next week and then we move into abstract and so on. We may, we can, you know, push it and push it to the other week. But the idea is to, I mean that's their schedule. We can still work on our schedule, which I think that we will need the extra week, definitely. ",EXT,F,SA2 11.25,
O,OK.,QC,F,SA2 11.25,
S,I hope…,EXT,F,SA2 11.25,
O,"I think we should look at the, the articles we have already and check if they are not for, what we could do for the introduction and the literature review. And if they are not, then we source for more and put them together, select what we're going to work on and read them individually, then maybe write it just like we do have a centralized platform.  Sorry… Page we opened already in the Files that we all can be writing, so as I am writing, I'm dropping mine, someone else is writing and then we can, follow up from one to the other. But again, we have to by… Maybe if we can't share the sections, then I think we can share the variables. ",EXT,F,SA2 11.25,
V,What do you mean by variables? ,ELI,F,SA2 11.25,
O,"For example, yeah. the desirable is the independent and dependent variables in the (inaudible) is like affordances, social presence and all of that.",EXT,F,SA2 11.25,
V,"I'm, I wouldn’t get, having a how, I was not considering this independent and dependent variable, because this is a literature review, basically a literature thesis. ",CON,F,SA2 11.25,
O," Is it not considerable what, what is dependent or independent, independent? I'm just talking about the different. OK, how do I put it apart from using the word variables?",ELI,F,SA2 11.25,
B,"That what we must include, right, the concept of social affordances, social aspects, yeah.",QC,F,SA2 11.25,
O,"Yeah, exactly. That's the other way.",QC,F,SA2 11.25,
V,"Yeah, related to that, I think I mean personally we put in Padlet, like we put in Padlet many articles. Like I've shared articles as well. So for me I don't need to, like if you ask me what I, I could probably write,  I could tell you right now which authors what would I want to quote.",CON,F,SA2 11.25,
O,Mhm.,QC,F,SA2 11.25,
V,"Yeah, I already put in Padlet like three diff-, three different, different definitions of social presence. So we could mention them and then say OK, this is the, the definition that we could talk, which is basically the degree of silence of the other one and the further interaction so. So, I think that that will be going back in time because that should like, that is, that is done already, I think.",CON,F,SA2 11.25,
B,Yeah.,QC,F,SA2 11.25,
S,"Uhm, let's, why don't we agree on those, main concepts. Then it's a good, really good point. As I had some of my own, but then listening, to me like it's, hm, good. We do need to discuss this together.",EXT,F,SA2 11.25,
B,"Yeah, I think we should discuss that, the, the, the concepts we want to, include in the introduction.",QC,F,SA2 11.25,
V,Uhm. ,QC,F,SA2 11.25,
B,"Pff, and, and we should start like writing this concepts as we want to show in the introduction. Of course, then we, we will make changes, but as we only have two weeks, it's crazy how much do we have to do so. ",EXT,F,SA2 11.25,
V,"S, it looks like you had already something in mind like, uh, you, can you share? Like, what do you have in mind?",ELI,P,SA2 11.25,
S,"Yes, I am, one sec... First of all brief, a description of I don't know online learning or specifically computer mediated communication.",EXT,P,SA2 11.25,
V,Mhm.,QC,,SA2 11.25,
B,Mhm. ,QC,,SA2 11.25,
S,"Yeah, 'cause, yeah so, so one. Generally, this online whatever remote communication, just one, then affordances. Question, do we even need to mention that?",ELI,,SA2 11.25,
V,Yes. ,QC,,SA2 11.25,
S,"OK, see. In that case. ",QC,,SA2 11.25,
O,Do we really need to mention that?,ELI,,SA2 11.25,
V,"I would link it with the possibility of sociability, like I would bring sociability of the, of the online learning environments and then the affordances.",INT,,SA2 11.25,
S,Yes.,QC,,SA2 11.25,
B,Yeah.,QC,,SA2 11.25,
S,"Sociability is made up of, social affordances make up sociability. ",QC,,SA2 11.25,
V, Exactly.,QC,,SA2 11.25,
S,… That the very term affordances stems from initially Gibsons and then contract with Normans.,INT,,SA2 11.25,
V,Mhm. ,QC,,SA2 11.25,
V,Yeah.,QC,,SA2 11.25,
B,"You mean to talk about the affordances in itself and not social affordances before, right?",ELI,,SA2 11.25,
S,"Well, that's the ques- question, do you think it's…? ",ELI,,SA2 11.25,
